run_id,replicate_id,step,timestamp_utc,interval_end_utc,observed_time_utc,ingest_time_utc,site_id,mode,evidence_class,active_wan_id,wan_state,wan_capacity_mbps,offered_load_mbps,throughput_mbps,queue_delay_ms,rtt_ms,jitter_ms,loss_pct,failover_active,vpn_state,vpn_latency_ms,vpn_loss_pct,ap_total,ap_online,wifi_clients,mean_rssi_dbm,channel_util_pct,retry_pct,auth_failures,roaming_events,rogue_ap_count,assets_ready,assets_degraded,flows_per_s,scan_rate_pps,lateral_events,c2_beacons,power_state_start,power_state_end,mains_present,ats_transitions,soc_pct,soh_pct,pack_ocv_v,pack_voltage_v,pack_current_a,cell_ocv_min_v,cell_ocv_max_v,cell_min_v,cell_max_v,cell_imbalance_mv,battery_temp_c,load_w,shed_groups,autonomy_min,protection_trip,charge_state,detector_score,detector_alert,alert_latency_s,quality_flags,telemetry_gap_marker
baseline-quiet,0,7,2026-09-03T09:00:07Z,2026-09-03T09:00:08Z,2026-09-03T09:00:07Z,2026-09-03T09:00:08Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,143.2781,142.86,0.0,16.86,0.7858,0.107,0,UP,4.0,0.0,48,48,292,-62.5,20.755,6.452,2,2,0,31,0,170.0,0.0,0,0,MAINS,MAINS,1,0,81.98,92.0,51.3423,51.7011,-4.0,3.94941,3.94941,3.97701,3.97701,0.0,23.0,1088.2,,90.864,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,7,2026-09-03T09:00:07Z,2026-09-03T09:00:08Z,2026-09-03T09:00:07Z,2026-09-03T09:00:08Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,67.9382,68.82,0.0,24.85,2.9995,0.1,0,UP,4.0,0.0,6,6,56,-61.5,25.552,7.959,0,0,0,32,0,102.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,8,2026-09-03T09:00:08Z,2026-09-03T09:00:09Z,2026-09-03T09:00:08Z,2026-09-03T09:00:09Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,185.3297,184.46,0.0,17.1,0.0786,0.073,0,UP,4.0,0.0,48,48,139,-61.5,15.293,4.922,1,1,0,31,0,147.0,0.0,0,0,MAINS,MAINS,1,0,82.08,92.0,51.3427,51.7015,-4.0,3.94944,3.94944,3.97704,3.97704,0.0,23.2,1098.895,,89.983,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,8,2026-09-03T09:00:08Z,2026-09-03T09:00:09Z,2026-09-03T09:00:08Z,2026-09-03T09:00:09Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,65.1929,65.38,0.0,22.17,0.8735,0.092,0,UP,4.0,0.0,6,6,41,-61.5,20.708,6.213,0,1,0,32,0,67.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,9,2026-09-03T09:00:09Z,2026-09-03T09:00:10Z,2026-09-03T09:00:09Z,2026-09-03T09:00:10Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,168.9549,168.95,0.0,16.0,0.4858,0.076,0,UP,4.0,0.0,48,48,183,-61.3,17.08,4.938,0,4,0,31,0,165.0,0.0,0,0,MAINS,MAINS,1,0,82.02,92.0,51.343,51.7018,-4.0,3.94946,3.94946,3.97706,3.97706,0.0,22.8,1092.593,,90.505,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,9,2026-09-03T09:00:09Z,2026-09-03T09:00:10Z,2026-09-03T09:00:09Z,2026-09-03T09:00:10Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,52.592,52.99,0.0,21.94,1.4292,0.121,0,UP,4.0,0.0,6,6,71,-62.9,29.892,9.166,0,0,0,32,0,44.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,10,2026-09-03T09:00:10Z,2026-09-03T09:00:11Z,2026-09-03T09:00:10Z,2026-09-03T09:00:11Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,141.5284,142.42,0.0,18.94,2.4578,0.107,0,UP,4.0,0.0,48,48,176,-61.8,17.037,5.175,0,0,0,31,0,188.0,0.0,0,0,MAINS,MAINS,1,0,82.01,92.0,51.3434,51.7022,-4.0,3.94949,3.94949,3.97709,3.97709,0.0,22.9,1086.902,,90.981,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,10,2026-09-03T09:00:10Z,2026-09-03T09:00:11Z,2026-09-03T09:00:10Z,2026-09-03T09:00:11Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,108.9602,108.03,0.0,20.98,0.5404,0.087,0,UP,4.0,0.0,6,6,47,-64.2,23.29,7.978,0,0,0,32,0,77.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,11,2026-09-03T09:00:11Z,2026-09-03T09:00:12Z,2026-09-03T09:00:11Z,2026-09-03T09:00:12Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,119.309,119.31,0.0,16.28,0.1195,0.084,0,UP,4.0,0.0,48,48,210,-62.3,17.617,5.147,1,2,0,31,0,139.0,0.0,0,0,MAINS,MAINS,1,0,82.0,92.0,51.3437,51.7025,-4.0,3.94951,3.94951,3.97711,3.97711,0.0,,1094.531,,90.35,,CHARGE,0.0,0,,SYNTHETIC|GAP|MISSING_MCAR,0
baseline-quiet,0,11,2026-09-03T09:00:11Z,2026-09-03T09:00:12Z,2026-09-03T09:00:11Z,2026-09-03T09:00:12Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,71.2844,71.2,0.0,23.08,1.6337,0.131,0,UP,4.0,0.0,6,6,77,-59.7,28.814,8.831,0,2,0,32,0,100.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,12,2026-09-03T09:00:12Z,2026-09-03T09:00:13Z,2026-09-03T09:00:12Z,2026-09-03T09:00:13Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,180.294,179.89,0.0,17.9,2.116,0.077,0,UP,4.0,0.0,48,48,101,-62.3,14.896,4.378,0,1,0,31,0,166.0,0.0,0,0,MAINS,MAINS,1,0,82.17,92.0,51.344,51.7028,-4.0,3.94954,3.94954,3.97714,3.97714,0.0,23.0,1074.563,,92.032,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,12,2026-09-03T09:00:12Z,2026-09-03T09:00:13Z,2026-09-03T09:00:12Z,2026-09-03T09:00:13Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,82.4049,81.53,0.0,23.94,3.1102,0.115,0,UP,4.0,0.0,6,6,38,-63.5,21.039,6.483,0,0,0,32,0,31.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,13,2026-09-03T09:00:13Z,2026-09-03T09:00:14Z,2026-09-03T09:00:13Z,2026-09-03T09:00:14Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,145.8579,145.88,0.0,18.31,1.9794,0.047,0,UP,4.0,0.0,48,48,91,-61.9,14.131,4.248,0,1,0,31,0,236.0,0.0,0,0,MAINS,MAINS,1,0,81.99,92.0,51.3444,51.7032,-4.0,3.94957,3.94957,3.97717,3.97717,0.0,23.0,1082.285,,91.378,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,13,2026-09-03T09:00:13Z,2026-09-03T09:00:14Z,2026-09-03T09:00:13Z,2026-09-03T09:00:14Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,62.09,62.44,0.0,22.22,1.2843,0.097,0,UP,4.0,0.0,6,6,46,-60.3,22.838,6.608,0,0,0,32,0,86.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,14,2026-09-03T09:00:14Z,2026-09-03T09:00:15Z,2026-09-03T09:00:14Z,2026-09-03T09:00:15Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,141.3679,141.84,0.0,16.44,1.1878,0.116,0,UP,4.0,0.0,48,48,128,-61.4,15.812,4.515,1,1,0,31,0,129.0,0.0,0,0,MAINS,MAINS,1,0,82.01,92.0,51.3447,51.7035,-4.0,3.94959,3.94959,3.97719,3.97719,0.0,22.9,1091.991,,90.569,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,14,2026-09-03T09:00:14Z,2026-09-03T09:00:15Z,2026-09-03T09:00:14Z,2026-09-03T09:00:15Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,60.8258,60.74,0.0,21.55,0.0757,0.124,0,UP,4.0,0.0,6,6,21,-63.3,14.861,4.374,1,0,0,32,0,62.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,15,2026-09-03T09:00:15Z,2026-09-03T09:00:16Z,2026-09-03T09:00:15Z,2026-09-03T09:00:16Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,151.5786,152.06,0.0,17.73,1.4675,0.117,0,UP,4.0,0.0,48,48,227,-61.7,18.385,5.442,1,4,0,31,0,182.0,0.0,0,0,MAINS,MAINS,1,0,82.0,92.0,51.3451,51.7039,-4.0,3.94962,3.94962,3.97722,3.97722,0.0,23.0,1093.461,,90.45,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,15,2026-09-03T09:00:15Z,2026-09-03T09:00:16Z,2026-09-03T09:00:15Z,2026-09-03T09:00:16Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,59.3723,60.36,0.0,26.51,5.1851,0.134,0,UP,4.0,0.0,6,6,26,-62.6,17.444,5.391,0,1,0,32,0,76.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,16,2026-09-03T09:00:16Z,2026-09-03T09:00:17Z,2026-09-03T09:00:16Z,2026-09-03T09:00:17Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,167.9516,167.84,0.0,18.47,2.5624,0.093,0,UP,4.0,0.0,48,48,147,-63.0,15.727,4.927,1,2,0,31,0,149.0,0.0,0,0,MAINS,MAINS,1,0,82.1,92.0,51.3454,51.7042,-4.0,3.94965,3.94965,3.97725,3.97725,0.0,22.9,1084.683,,91.185,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,16,2026-09-03T09:00:16Z,2026-09-03T09:00:17Z,2026-09-03T09:00:16Z,2026-09-03T09:00:17Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,83.4746,83.55,0.0,24.9,3.5102,0.06,0,UP,4.0,0.0,6,6,68,-62.4,26.435,8.051,0,0,0,32,0,74.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,17,2026-09-03T09:00:17Z,2026-09-03T09:00:18Z,2026-09-03T09:00:17Z,2026-09-03T09:00:18Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,169.2734,168.56,0.0,17.32,0.5795,0.115,0,UP,4.0,0.0,48,48,257,-61.4,19.923,5.975,0,5,0,31,0,153.0,0.0,0,0,MAINS,MAINS,1,0,82.03,92.0,51.3457,51.7045,-4.0,3.94967,3.94967,3.97727,3.97727,0.0,22.8,1084.283,,91.221,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,17,2026-09-03T09:00:17Z,2026-09-03T09:00:18Z,2026-09-03T09:00:17Z,2026-09-03T09:00:18Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,79.2423,79.87,0.0,22.46,1.6245,0.128,0,UP,4.0,0.0,6,6,33,-60.4,19.96,5.931,0,2,0,32,0,78.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,18,2026-09-03T09:00:18Z,2026-09-03T09:00:19Z,2026-09-03T09:00:18Z,2026-09-03T09:00:19Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,153.1476,152.66,0.0,16.46,0.5678,0.039,0,UP,4.0,0.0,48,48,253,-60.4,19.076,5.573,0,3,0,31,0,200.0,0.0,0,0,MAINS,MAINS,1,0,82.13,92.0,51.3461,51.7049,-4.0,3.9497,3.9497,3.9773,3.9773,0.0,23.1,1080.657,,91.53,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,18,2026-09-03T09:00:18Z,2026-09-03T09:00:19Z,2026-09-03T09:00:18Z,2026-09-03T09:00:19Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,65.3132,65.3,0.0,26.07,4.406,0.111,0,UP,4.0,0.0,6,6,48,-63.0,22.474,7.261,0,0,0,32,0,84.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,19,2026-09-03T09:00:19Z,2026-09-03T09:00:20Z,2026-09-03T09:00:19Z,2026-09-03T09:00:20Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,171.1611,170.88,0.0,15.83,0.6645,0.064,0,UP,4.0,0.0,48,48,234,-61.1,19.202,5.671,1,0,0,31,0,161.0,0.0,0,0,MAINS,MAINS,1,0,82.16,92.0,51.3464,51.7052,-4.0,3.94972,3.94972,3.97732,3.97732,0.0,23.0,1074.742,,92.037,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,19,2026-09-03T09:00:19Z,2026-09-03T09:00:20Z,2026-09-03T09:00:19Z,2026-09-03T09:00:20Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,65.1256,64.79,0.0,21.55,0.4906,0.113,0,UP,4.0,0.0,6,6,27,-64.1,18.805,6.14,0,0,0,32,0,49.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,20,2026-09-03T09:00:20Z,2026-09-03T09:00:21Z,2026-09-03T09:00:20Z,2026-09-03T09:00:21Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,134.2761,135.29,0.0,17.96,1.8186,0.072,0,UP,4.0,0.0,48,48,206,-61.8,17.564,5.083,1,2,0,31,0,126.0,0.0,0,0,MAINS,MAINS,1,0,82.11,92.0,51.3468,51.7056,-4.0,3.94975,3.94975,3.97735,3.97735,0.0,23.0,1093.341,,90.474,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,20,2026-09-03T09:00:20Z,2026-09-03T09:00:21Z,2026-09-03T09:00:20Z,2026-09-03T09:00:21Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,71.9858,71.92,0.0,21.88,1.4682,0.15,0,UP,4.0,0.0,6,6,29,-63.9,18.971,6.447,0,1,0,32,0,65.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,21,2026-09-03T09:00:21Z,2026-09-03T09:00:22Z,2026-09-03T09:00:21Z,2026-09-03T09:00:22Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,136.3655,135.42,0.0,17.48,1.9197,0.078,0,UP,4.0,0.0,48,48,217,-61.3,18.052,5.31,1,3,0,31,0,122.0,0.0,0,0,MAINS,MAINS,1,0,82.02,92.0,51.3471,51.7059,-4.0,3.94978,3.94978,3.97738,3.97738,0.0,23.2,1101.658,,89.794,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,21,2026-09-03T09:00:21Z,2026-09-03T09:00:22Z,2026-09-03T09:00:21Z,2026-09-03T09:00:22Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,70.3671,70.26,0.0,21.47,0.6142,0.09,0,UP,4.0,0.0,6,6,56,-63.4,25.974,7.187,0,1,0,32,0,70.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,22,2026-09-03T09:00:22Z,2026-09-03T09:00:23Z,2026-09-03T09:00:22Z,2026-09-03T09:00:23Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,159.2238,159.08,0.0,16.33,0.0388,0.091,0,UP,4.0,0.0,48,48,215,-62.5,18.47,5.463,2,1,0,31,0,139.0,0.0,0,0,MAINS,MAINS,1,0,82.08,92.0,51.3474,51.7062,-4.0,3.9498,3.9498,3.9774,3.9774,0.0,23.0,1090.835,,90.688,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,22,2026-09-03T09:00:22Z,2026-09-03T09:00:23Z,2026-09-03T09:00:22Z,2026-09-03T09:00:23Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,81.4926,81.08,0.0,23.2,3.1422,,0,UP,4.0,0.0,6,6,36,-61.2,21.354,6.56,1,0,0,32,0,82.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC|GAP|MISSING_MCAR,0
baseline-quiet,0,23,2026-09-03T09:00:23Z,2026-09-03T09:00:24Z,2026-09-03T09:00:23Z,2026-09-03T09:00:24Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,149.4136,150.27,0.0,18.15,2.0742,0.073,0,UP,4.0,0.0,48,48,186,-61.6,17.307,5.137,1,1,0,31,0,140.0,0.0,0,0,MAINS,MAINS,1,0,82.09,92.0,51.3478,51.7066,-4.0,3.94983,3.94983,3.97743,3.97743,0.0,23.0,1082.499,,91.389,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,23,2026-09-03T09:00:23Z,2026-09-03T09:00:24Z,2026-09-03T09:00:23Z,2026-09-03T09:00:24Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,91.4231,91.02,0.0,22.13,1.6157,0.078,0,UP,4.0,0.0,6,6,56,-62.6,24.515,7.166,0,0,0,32,0,105.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,24,2026-09-03T09:00:24Z,2026-09-03T09:00:25Z,2026-09-03T09:00:24Z,2026-09-03T09:00:25Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,155.6292,156.06,0.0,16.74,0.3977,0.076,0,UP,4.0,0.0,48,48,133,-61.3,16.19,4.61,0,3,0,31,0,145.0,0.0,0,0,MAINS,MAINS,1,0,82.15,92.0,51.3481,51.7069,-4.0,3.94986,3.94986,3.97746,3.97746,0.0,23.1,1087.318,,90.987,,CHARGE,0.0,0,,SYNTHETIC,0
baseline-quiet,0,24,2026-09-03T09:00:24Z,2026-09-03T09:00:25Z,2026-09-03T09:00:24Z,2026-09-03T09:00:25Z,site_b,SIM,synthetic_demo,B-WAN-1,UP,1000.0,90.5107,90.22,0.0,22.57,0.4304,0.092,0,UP,4.0,0.0,6,6,23,-61.6,15.901,5.233,1,1,0,32,0,100.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0,,SYNTHETIC,0
baseline-quiet,0,25,2026-09-03T09:00:25Z,2026-09-03T09:00:26Z,2026-09-03T09:00:25Z,2026-09-03T09:00:26Z,site_a,SIM,synthetic_demo,A-WAN-1,UP,1000.0,180.4858,181.26,0.0,16.75,0.5771,0.058,0,UP,4.0,0.0,48,48,151,-61.9,16.595,4.688,1,0,0,31,0,131.0,0.0,0,0,MAINS,MAINS,1,0,82.11,92.0,51.3485,51.7073,-4.0,3.94988,3.94988,3.97748,3.97748,0.0,22.9,1079.469,,91.652,,CHARGE,0.0,0,,SYNTHETIC,0
